AK_ID,REGION_ID,UNIT_TYPE,LOCAL_INDEX,PARENT_ID,POSITION_ID,CHOIR_ID,SECTOR12_ID,ANGLE_START_DEG,ANGLE_END_DEG,ATOMIC_STATUS,COLOR_ID,SYMBOL_ID,SOURCE_ID
AK-0285,OUTER-ANNULUS,RADIAL_BAND_4,60,POSITION-60,POSITION-60,CHOIR-08,SECTOR12-10,295,300,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0286,OUTER-ANNULUS,RADIAL_BAND_4,61,POSITION-61,POSITION-61,CHOIR-08,SECTOR12-11,300,305,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0287,OUTER-ANNULUS,RADIAL_BAND_4,62,POSITION-62,POSITION-62,CHOIR-08,SECTOR12-11,305,310,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0288,OUTER-ANNULUS,RADIAL_BAND_4,63,POSITION-63,POSITION-63,CHOIR-08,SECTOR12-11,310,315,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0289,OUTER-ANNULUS,RADIAL_BAND_4,64,POSITION-64,POSITION-64,CHOIR-08,SECTOR12-11,315,320,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0290,OUTER-ANNULUS,RADIAL_BAND_4,65,POSITION-65,POSITION-65,CHOIR-09,SECTOR12-11,320,325,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0291,OUTER-ANNULUS,RADIAL_BAND_4,66,POSITION-66,POSITION-66,CHOIR-09,SECTOR12-11,325,330,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0292,OUTER-ANNULUS,RADIAL_BAND_4,67,POSITION-67,POSITION-67,CHOIR-09,SECTOR12-12,330,335,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0293,OUTER-ANNULUS,RADIAL_BAND_4,68,POSITION-68,POSITION-68,CHOIR-09,SECTOR12-12,335,340,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0294,OUTER-ANNULUS,RADIAL_BAND_4,69,POSITION-69,POSITION-69,CHOIR-09,SECTOR12-12,340,345,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0295,OUTER-ANNULUS,RADIAL_BAND_4,70,POSITION-70,POSITION-70,CHOIR-09,SECTOR12-12,345,350,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0296,OUTER-ANNULUS,RADIAL_BAND_4,71,POSITION-71,POSITION-71,CHOIR-09,SECTOR12-12,350,355,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0297,OUTER-ANNULUS,RADIAL_BAND_4,72,POSITION-72,POSITION-72,CHOIR-09,SECTOR12-12,355,360,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0298,OUTER-ANNULUS,RADIAL_BAND_5,1,POSITION-01,POSITION-01,CHOIR-01,SECTOR12-01,0,5,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0299,OUTER-ANNULUS,RADIAL_BAND_5,2,POSITION-02,POSITION-02,CHOIR-01,SECTOR12-01,5,10,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0300,OUTER-ANNULUS,RADIAL_BAND_5,3,POSITION-03,POSITION-03,CHOIR-01,SECTOR12-01,10,15,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0301,OUTER-ANNULUS,RADIAL_BAND_5,4,POSITION-04,POSITION-04,CHOIR-01,SECTOR12-01,15,20,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0302,OUTER-ANNULUS,RADIAL_BAND_5,5,POSITION-05,POSITION-05,CHOIR-01,SECTOR12-01,20,25,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0303,OUTER-ANNULUS,RADIAL_BAND_5,6,POSITION-06,POSITION-06,CHOIR-01,SECTOR12-01,25,30,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0304,OUTER-ANNULUS,RADIAL_BAND_5,7,POSITION-07,POSITION-07,CHOIR-01,SECTOR12-02,30,35,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0305,OUTER-ANNULUS,RADIAL_BAND_5,8,POSITION-08,POSITION-08,CHOIR-01,SECTOR12-02,35,40,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0306,OUTER-ANNULUS,RADIAL_BAND_5,9,POSITION-09,POSITION-09,CHOIR-02,SECTOR12-02,40,45,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0307,OUTER-ANNULUS,RADIAL_BAND_5,10,POSITION-10,POSITION-10,CHOIR-02,SECTOR12-02,45,50,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0308,OUTER-ANNULUS,RADIAL_BAND_5,11,POSITION-11,POSITION-11,CHOIR-02,SECTOR12-02,50,55,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0309,OUTER-ANNULUS,RADIAL_BAND_5,12,POSITION-12,POSITION-12,CHOIR-02,SECTOR12-02,55,60,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0310,OUTER-ANNULUS,RADIAL_BAND_5,13,POSITION-13,POSITION-13,CHOIR-02,SECTOR12-03,60,65,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0311,OUTER-ANNULUS,RADIAL_BAND_5,14,POSITION-14,POSITION-14,CHOIR-02,SECTOR12-03,65,70,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0312,OUTER-ANNULUS,RADIAL_BAND_5,15,POSITION-15,POSITION-15,CHOIR-02,SECTOR12-03,70,75,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0313,OUTER-ANNULUS,RADIAL_BAND_5,16,POSITION-16,POSITION-16,CHOIR-02,SECTOR12-03,75,80,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0314,OUTER-ANNULUS,RADIAL_BAND_5,17,POSITION-17,POSITION-17,CHOIR-03,SECTOR12-03,80,85,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0315,OUTER-ANNULUS,RADIAL_BAND_5,18,POSITION-18,POSITION-18,CHOIR-03,SECTOR12-03,85,90,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0316,OUTER-ANNULUS,RADIAL_BAND_5,19,POSITION-19,POSITION-19,CHOIR-03,SECTOR12-04,90,95,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0317,OUTER-ANNULUS,RADIAL_BAND_5,20,POSITION-20,POSITION-20,CHOIR-03,SECTOR12-04,95,100,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0318,OUTER-ANNULUS,RADIAL_BAND_5,21,POSITION-21,POSITION-21,CHOIR-03,SECTOR12-04,100,105,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0319,OUTER-ANNULUS,RADIAL_BAND_5,22,POSITION-22,POSITION-22,CHOIR-03,SECTOR12-04,105,110,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0320,OUTER-ANNULUS,RADIAL_BAND_5,23,POSITION-23,POSITION-23,CHOIR-03,SECTOR12-04,110,115,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0321,OUTER-ANNULUS,RADIAL_BAND_5,24,POSITION-24,POSITION-24,CHOIR-03,SECTOR12-04,115,120,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0322,OUTER-ANNULUS,RADIAL_BAND_5,25,POSITION-25,POSITION-25,CHOIR-04,SECTOR12-05,120,125,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0323,OUTER-ANNULUS,RADIAL_BAND_5,26,POSITION-26,POSITION-26,CHOIR-04,SECTOR12-05,125,130,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0324,OUTER-ANNULUS,RADIAL_BAND_5,27,POSITION-27,POSITION-27,CHOIR-04,SECTOR12-05,130,135,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0325,OUTER-ANNULUS,RADIAL_BAND_5,28,POSITION-28,POSITION-28,CHOIR-04,SECTOR12-05,135,140,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0326,OUTER-ANNULUS,RADIAL_BAND_5,29,POSITION-29,POSITION-29,CHOIR-04,SECTOR12-05,140,145,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0327,OUTER-ANNULUS,RADIAL_BAND_5,30,POSITION-30,POSITION-30,CHOIR-04,SECTOR12-05,145,150,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0328,OUTER-ANNULUS,RADIAL_BAND_5,31,POSITION-31,POSITION-31,CHOIR-04,SECTOR12-06,150,155,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0329,OUTER-ANNULUS,RADIAL_BAND_5,32,POSITION-32,POSITION-32,CHOIR-04,SECTOR12-06,155,160,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0330,OUTER-ANNULUS,RADIAL_BAND_5,33,POSITION-33,POSITION-33,CHOIR-05,SECTOR12-06,160,165,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0331,OUTER-ANNULUS,RADIAL_BAND_5,34,POSITION-34,POSITION-34,CHOIR-05,SECTOR12-06,165,170,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0332,OUTER-ANNULUS,RADIAL_BAND_5,35,POSITION-35,POSITION-35,CHOIR-05,SECTOR12-06,170,175,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0333,OUTER-ANNULUS,RADIAL_BAND_5,36,POSITION-36,POSITION-36,CHOIR-05,SECTOR12-06,175,180,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0334,OUTER-ANNULUS,RADIAL_BAND_5,37,POSITION-37,POSITION-37,CHOIR-05,SECTOR12-07,180,185,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0335,OUTER-ANNULUS,RADIAL_BAND_5,38,POSITION-38,POSITION-38,CHOIR-05,SECTOR12-07,185,190,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0336,OUTER-ANNULUS,RADIAL_BAND_5,39,POSITION-39,POSITION-39,CHOIR-05,SECTOR12-07,190,195,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0337,OUTER-ANNULUS,RADIAL_BAND_5,40,POSITION-40,POSITION-40,CHOIR-05,SECTOR12-07,195,200,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0338,OUTER-ANNULUS,RADIAL_BAND_5,41,POSITION-41,POSITION-41,CHOIR-06,SECTOR12-07,200,205,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0339,OUTER-ANNULUS,RADIAL_BAND_5,42,POSITION-42,POSITION-42,CHOIR-06,SECTOR12-07,205,210,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0340,OUTER-ANNULUS,RADIAL_BAND_5,43,POSITION-43,POSITION-43,CHOIR-06,SECTOR12-08,210,215,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0341,OUTER-ANNULUS,RADIAL_BAND_5,44,POSITION-44,POSITION-44,CHOIR-06,SECTOR12-08,215,220,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0342,OUTER-ANNULUS,RADIAL_BAND_5,45,POSITION-45,POSITION-45,CHOIR-06,SECTOR12-08,220,225,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0343,OUTER-ANNULUS,RADIAL_BAND_5,46,POSITION-46,POSITION-46,CHOIR-06,SECTOR12-08,225,230,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0344,OUTER-ANNULUS,RADIAL_BAND_5,47,POSITION-47,POSITION-47,CHOIR-06,SECTOR12-08,230,235,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0345,OUTER-ANNULUS,RADIAL_BAND_5,48,POSITION-48,POSITION-48,CHOIR-06,SECTOR12-08,235,240,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0346,OUTER-ANNULUS,RADIAL_BAND_5,49,POSITION-49,POSITION-49,CHOIR-07,SECTOR12-09,240,245,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0347,OUTER-ANNULUS,RADIAL_BAND_5,50,POSITION-50,POSITION-50,CHOIR-07,SECTOR12-09,245,250,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0348,OUTER-ANNULUS,RADIAL_BAND_5,51,POSITION-51,POSITION-51,CHOIR-07,SECTOR12-09,250,255,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0349,OUTER-ANNULUS,RADIAL_BAND_5,52,POSITION-52,POSITION-52,CHOIR-07,SECTOR12-09,255,260,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0350,OUTER-ANNULUS,RADIAL_BAND_5,53,POSITION-53,POSITION-53,CHOIR-07,SECTOR12-09,260,265,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0351,OUTER-ANNULUS,RADIAL_BAND_5,54,POSITION-54,POSITION-54,CHOIR-07,SECTOR12-09,265,270,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0352,OUTER-ANNULUS,RADIAL_BAND_5,55,POSITION-55,POSITION-55,CHOIR-07,SECTOR12-10,270,275,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0353,OUTER-ANNULUS,RADIAL_BAND_5,56,POSITION-56,POSITION-56,CHOIR-07,SECTOR12-10,275,280,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0354,OUTER-ANNULUS,RADIAL_BAND_5,57,POSITION-57,POSITION-57,CHOIR-08,SECTOR12-10,280,285,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0355,OUTER-ANNULUS,RADIAL_BAND_5,58,POSITION-58,POSITION-58,CHOIR-08,SECTOR12-10,285,290,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0356,OUTER-ANNULUS,RADIAL_BAND_5,59,POSITION-59,POSITION-59,CHOIR-08,SECTOR12-10,290,295,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0357,OUTER-ANNULUS,RADIAL_BAND_5,60,POSITION-60,POSITION-60,CHOIR-08,SECTOR12-10,295,300,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0358,OUTER-ANNULUS,RADIAL_BAND_5,61,POSITION-61,POSITION-61,CHOIR-08,SECTOR12-11,300,305,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0359,OUTER-ANNULUS,RADIAL_BAND_5,62,POSITION-62,POSITION-62,CHOIR-08,SECTOR12-11,305,310,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0360,OUTER-ANNULUS,RADIAL_BAND_5,63,POSITION-63,POSITION-63,CHOIR-08,SECTOR12-11,310,315,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0361,OUTER-ANNULUS,RADIAL_BAND_5,64,POSITION-64,POSITION-64,CHOIR-08,SECTOR12-11,315,320,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0362,OUTER-ANNULUS,RADIAL_BAND_5,65,POSITION-65,POSITION-65,CHOIR-09,SECTOR12-11,320,325,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0363,OUTER-ANNULUS,RADIAL_BAND_5,66,POSITION-66,POSITION-66,CHOIR-09,SECTOR12-11,325,330,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0364,OUTER-ANNULUS,RADIAL_BAND_5,67,POSITION-67,POSITION-67,CHOIR-09,SECTOR12-12,330,335,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0365,OUTER-ANNULUS,RADIAL_BAND_5,68,POSITION-68,POSITION-68,CHOIR-09,SECTOR12-12,335,340,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0366,OUTER-ANNULUS,RADIAL_BAND_5,69,POSITION-69,POSITION-69,CHOIR-09,SECTOR12-12,340,345,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0367,OUTER-ANNULUS,RADIAL_BAND_5,70,POSITION-70,POSITION-70,CHOIR-09,SECTOR12-12,345,350,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0368,OUTER-ANNULUS,RADIAL_BAND_5,71,POSITION-71,POSITION-71,CHOIR-09,SECTOR12-12,350,355,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0369,OUTER-ANNULUS,RADIAL_BAND_5,72,POSITION-72,POSITION-72,CHOIR-09,SECTOR12-12,355,360,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0370,OUTER-ANNULUS,RADIAL_BAND_6,1,POSITION-01,POSITION-01,CHOIR-01,SECTOR12-01,0,5,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0371,OUTER-ANNULUS,RADIAL_BAND_6,2,POSITION-02,POSITION-02,CHOIR-01,SECTOR12-01,5,10,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0372,OUTER-ANNULUS,RADIAL_BAND_6,3,POSITION-03,POSITION-03,CHOIR-01,SECTOR12-01,10,15,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0373,OUTER-ANNULUS,RADIAL_BAND_6,4,POSITION-04,POSITION-04,CHOIR-01,SECTOR12-01,15,20,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0374,OUTER-ANNULUS,RADIAL_BAND_6,5,POSITION-05,POSITION-05,CHOIR-01,SECTOR12-01,20,25,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0375,OUTER-ANNULUS,RADIAL_BAND_6,6,POSITION-06,POSITION-06,CHOIR-01,SECTOR12-01,25,30,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0376,OUTER-ANNULUS,RADIAL_BAND_6,7,POSITION-07,POSITION-07,CHOIR-01,SECTOR12-02,30,35,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0377,OUTER-ANNULUS,RADIAL_BAND_6,8,POSITION-08,POSITION-08,CHOIR-01,SECTOR12-02,35,40,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0378,OUTER-ANNULUS,RADIAL_BAND_6,9,POSITION-09,POSITION-09,CHOIR-02,SECTOR12-02,40,45,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0379,OUTER-ANNULUS,RADIAL_BAND_6,10,POSITION-10,POSITION-10,CHOIR-02,SECTOR12-02,45,50,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0380,OUTER-ANNULUS,RADIAL_BAND_6,11,POSITION-11,POSITION-11,CHOIR-02,SECTOR12-02,50,55,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0381,OUTER-ANNULUS,RADIAL_BAND_6,12,POSITION-12,POSITION-12,CHOIR-02,SECTOR12-02,55,60,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0382,OUTER-ANNULUS,RADIAL_BAND_6,13,POSITION-13,POSITION-13,CHOIR-02,SECTOR12-03,60,65,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0383,OUTER-ANNULUS,RADIAL_BAND_6,14,POSITION-14,POSITION-14,CHOIR-02,SECTOR12-03,65,70,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0384,OUTER-ANNULUS,RADIAL_BAND_6,15,POSITION-15,POSITION-15,CHOIR-02,SECTOR12-03,70,75,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0385,OUTER-ANNULUS,RADIAL_BAND_6,16,POSITION-16,POSITION-16,CHOIR-02,SECTOR12-03,75,80,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0386,OUTER-ANNULUS,RADIAL_BAND_6,17,POSITION-17,POSITION-17,CHOIR-03,SECTOR12-03,80,85,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0387,OUTER-ANNULUS,RADIAL_BAND_6,18,POSITION-18,POSITION-18,CHOIR-03,SECTOR12-03,85,90,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0388,OUTER-ANNULUS,RADIAL_BAND_6,19,POSITION-19,POSITION-19,CHOIR-03,SECTOR12-04,90,95,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0389,OUTER-ANNULUS,RADIAL_BAND_6,20,POSITION-20,POSITION-20,CHOIR-03,SECTOR12-04,95,100,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0390,OUTER-ANNULUS,RADIAL_BAND_6,21,POSITION-21,POSITION-21,CHOIR-03,SECTOR12-04,100,105,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0391,OUTER-ANNULUS,RADIAL_BAND_6,22,POSITION-22,POSITION-22,CHOIR-03,SECTOR12-04,105,110,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0392,OUTER-ANNULUS,RADIAL_BAND_6,23,POSITION-23,POSITION-23,CHOIR-03,SECTOR12-04,110,115,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0393,OUTER-ANNULUS,RADIAL_BAND_6,24,POSITION-24,POSITION-24,CHOIR-03,SECTOR12-04,115,120,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0394,OUTER-ANNULUS,RADIAL_BAND_6,25,POSITION-25,POSITION-25,CHOIR-04,SECTOR12-05,120,125,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0395,OUTER-ANNULUS,RADIAL_BAND_6,26,POSITION-26,POSITION-26,CHOIR-04,SECTOR12-05,125,130,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0396,OUTER-ANNULUS,RADIAL_BAND_6,27,POSITION-27,POSITION-27,CHOIR-04,SECTOR12-05,130,135,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0397,OUTER-ANNULUS,RADIAL_BAND_6,28,POSITION-28,POSITION-28,CHOIR-04,SECTOR12-05,135,140,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0398,OUTER-ANNULUS,RADIAL_BAND_6,29,POSITION-29,POSITION-29,CHOIR-04,SECTOR12-05,140,145,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0399,OUTER-ANNULUS,RADIAL_BAND_6,30,POSITION-30,POSITION-30,CHOIR-04,SECTOR12-05,145,150,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0400,OUTER-ANNULUS,RADIAL_BAND_6,31,POSITION-31,POSITION-31,CHOIR-04,SECTOR12-06,150,155,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0401,OUTER-ANNULUS,RADIAL_BAND_6,32,POSITION-32,POSITION-32,CHOIR-04,SECTOR12-06,155,160,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0402,OUTER-ANNULUS,RADIAL_BAND_6,33,POSITION-33,POSITION-33,CHOIR-05,SECTOR12-06,160,165,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0403,OUTER-ANNULUS,RADIAL_BAND_6,34,POSITION-34,POSITION-34,CHOIR-05,SECTOR12-06,165,170,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0404,OUTER-ANNULUS,RADIAL_BAND_6,35,POSITION-35,POSITION-35,CHOIR-05,SECTOR12-06,170,175,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0405,OUTER-ANNULUS,RADIAL_BAND_6,36,POSITION-36,POSITION-36,CHOIR-05,SECTOR12-06,175,180,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0406,OUTER-ANNULUS,RADIAL_BAND_6,37,POSITION-37,POSITION-37,CHOIR-05,SECTOR12-07,180,185,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0407,OUTER-ANNULUS,RADIAL_BAND_6,38,POSITION-38,POSITION-38,CHOIR-05,SECTOR12-07,185,190,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0408,OUTER-ANNULUS,RADIAL_BAND_6,39,POSITION-39,POSITION-39,CHOIR-05,SECTOR12-07,190,195,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0409,OUTER-ANNULUS,RADIAL_BAND_6,40,POSITION-40,POSITION-40,CHOIR-05,SECTOR12-07,195,200,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0410,OUTER-ANNULUS,RADIAL_BAND_6,41,POSITION-41,POSITION-41,CHOIR-06,SECTOR12-07,200,205,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0411,OUTER-ANNULUS,RADIAL_BAND_6,42,POSITION-42,POSITION-42,CHOIR-06,SECTOR12-07,205,210,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0412,OUTER-ANNULUS,RADIAL_BAND_6,43,POSITION-43,POSITION-43,CHOIR-06,SECTOR12-08,210,215,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0413,OUTER-ANNULUS,RADIAL_BAND_6,44,POSITION-44,POSITION-44,CHOIR-06,SECTOR12-08,215,220,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0414,OUTER-ANNULUS,RADIAL_BAND_6,45,POSITION-45,POSITION-45,CHOIR-06,SECTOR12-08,220,225,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0415,OUTER-ANNULUS,RADIAL_BAND_6,46,POSITION-46,POSITION-46,CHOIR-06,SECTOR12-08,225,230,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0416,OUTER-ANNULUS,RADIAL_BAND_6,47,POSITION-47,POSITION-47,CHOIR-06,SECTOR12-08,230,235,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
AK-0417,OUTER-ANNULUS,RADIAL_BAND_6,48,POSITION-48,POSITION-48,CHOIR-06,SECTOR12-08,235,240,CONFIRMED,UNRESOLVED,UNRESOLVED,CC-SOURCE-01
